XCoord;YCoord;ACT_NUM;STATUS_1;TYPE_DESC;DT_ENT;DESCRIPTION;ADDRESSFULL;NAME;PARCEL
1047120.06266404;406241.18766404;T13DV02375;COMPLIAN;JUNK MOTOR VEHICLES;2013-04-12 00:00:00;An abandoned vehicle in front yard with flat tire and expired tags.  License ARL1748.;7691 S GOOSEBERRY WY      ;Rita Ranch;141131040
1048799.50000000;406252.18766404;T13DV06027;COMPLIAN;WEEDS;2013-08-15 00:00:00;GRASS AND WEEDS;9486 E PALE BLUE TOPAZ LN      ;Rita Ranch;141146120
1048251.18766404;406281.40616798;T12DV02745;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the front yard.;9387 E YOGO SAPPHIRE LN      ;Rita Ranch;141146540
1048958.50000000;406289.09383202;T13DV02025;COMPLIAN;WEEDS;2013-04-01 00:00:00;GRASS AND WEEDS;9491 E PALE BLUE TOPAZ LN      ;Rita Ranch;141146040
1048958.50000000;406289.09383202;T13DV06025;COMPLIAN;WEEDS;2013-08-15 00:00:00;GRASS AND WEEDS;9491 E PALE BLUE TOPAZ LN      ;Rita Ranch;141146040
1047171.87500000;406300.78116798;T13DV02459;COMPLIAN;REFUSE;2013-04-16 00:00:00;TRASH AND DEBRIS;7685 S GOOSEBERRY WY      ;Rita Ranch;141131050
1048380.87500000;406315.56266404;T12DV02742;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the front yard.;9420 E MARQUIS DIAMOND LN      ;Rita Ranch;141146440
1027602.06266404;406318.46883202;T13DV00737;NOVERIFY;COMMERCIAL ZONING;2013-02-04 00:00:00;Does the flood light at the medical marijuana store at the shell station meet the dark sky requirement?;7710 S WILMOT RD      ;NULL;14044009L
1048219.62500000;406318.50000000;T10DV05357;NOVERIFY;WEEDS;2010-08-12 00:00:00;Overgrown weeds in the yard.  Tree blocking the walkway.;9381 E YOGO SAPPHIRE LN      ;Rita Ranch;141146530
1048945.62500000;406344.31266404;T13DV02026;COMPLIAN;WEEDS;2013-04-01 00:00:00;GRASS AND WEEDS;9487 E PALE BLUE TOPAZ LN      ;Rita Ranch;141146030
1048186.75000000;406351.65616798;T12DV02744;NOVERIFY;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the front yard.;9375 E YOGO SAPPHIRE LN      ;Rita Ranch;141146520
1048709.12500000;406372.71883202;T12DV02756;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in front yard.;9474 E PALE BLUE TOPAZ LN      ;Rita Ranch;141146150
1048709.12500000;406372.71883202;T10DV05355;NOVERIFY;ENVIRONMENTAL;2010-08-12 00:00:00;Bush blocking the walkway.;9474 E PALE BLUE TOPAZ LN      ;Rita Ranch;141146150
1048145.93766404;406384.84383202;T12DV02743;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in the front yard.;9369 E YOGO SAPPHIRE LN      ;Rita Ranch;141146510
1048928.00000000;406389.90616798;T12DV02757;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in front yard.;9483 E PALE BLUE TOPAZ LN      ;Rita Ranch;141146020
1048928.00000000;406389.90616798;T13DV02027;COMPLIAN;WEEDS;2013-04-01 00:00:00;GRASS AND WEEDS;9483 E PALE BLUE TOPAZ LN      ;Rita Ranch;141146020
1048928.00000000;406389.90616798;T13DV06024;COMPLIAN;WEEDS;2013-08-15 00:00:00;GRASS AND WEEDS;9483 E PALE BLUE TOPAZ LN      ;Rita Ranch;141146020
1048294.06266404;406393.81266404;T12DV01549;COMPLIAN;WEEDS;2012-02-27 00:00:00;WEEDS;9412 E MARQUIS DIAMOND LN      ;Rita Ranch;141146460
1048294.06266404;406393.81266404;T13DV01967;COMPLIAN;WEEDS;2013-03-29 00:00:00;WEEDS ON PROPERTY;9412 E MARQUIS DIAMOND LN      ;Rita Ranch;141146460
1047658.68766404;406394.31266404;T12DV02908;COMPLIAN;WEEDS;2012-04-12 00:00:00;WEEDS;7661 S FRESHWATER PEARL DR      ;Rita Ranch;141147970
1044180.56266404;406411.46883202;T12DV07809;NOVERIFY;RESIDENTIAL ZONING;2012-08-29 00:00:00;Running a business from the property, several cadillacs. believes they running a limo business.;8790 E MOUNTAIN SPRING DR      ;Rita Ranch;141111920
1046253.12500000;406424.68766404;T13DV03661;NOVERIFY;RESIDENTIAL ZONING;2013-05-28 00:00:00;RE-OPENED CASE ---> CONSTANT YARD SALES;9097 E MULESHOE ST      ;Rita Ranch;141132290
1046253.12500000;406424.68766404;T13DV00990;NOVERIFY;RESIDENTIAL ZONING;2013-02-19 00:00:00;Excessive Yard Sales. On Fri, Sat, Sun;9097 E MULESHOE ST      ;Rita Ranch;141132290
1048259.87500000;406428.28116798;T12DV08610;COMPLIAN;WEEDS;2012-09-13 00:00:00;GRASS AND WEEDS;9408 E MARQUIS DIAMOND LN      ;Rita Ranch;141146470
1048259.87500000;406428.28116798;T13DV06020;COMPLIAN;WEEDS;2013-08-15 00:00:00;GRASS AND WEEDS;9408 E MARQUIS DIAMOND LN      ;Rita Ranch;141146470
1048259.87500000;406428.28116798;T12DV01406;COMPLIAN;WEEDS;2012-02-23 00:00:00;Weeds are out of control;9408 E MARQUIS DIAMOND LN      ;Rita Ranch;141146470
1048612.75000000;406485.43766404;T12DV02902;COMPLIAN;WEEDS;2012-04-12 00:00:00;WEEDS;9458 E PALE BLUE TOPAZ LN      ;Rita Ranch;141146180
1048577.00000000;406515.68766404;T12DV02903;COMPLIAN;WEEDS;2012-04-12 00:00:00;WEEDS;9454 E PALE BLUE TOPAZ LN      ;Rita Ranch;141146190
1048577.00000000;406515.68766404;T10DV05353;COMPLIAN;ENVIRONMENTAL;2010-08-12 00:00:00;Tree blocking the walkway.;9454 E PALE BLUE TOPAZ LN      ;Rita Ranch;141146190
1048790.62500000;406518.43766404;T12DV02755;COMPLIAN;WEEDS;2012-04-09 00:00:00;Overgrown weeds in front yard.;9467 E PALE BLUE TOPAZ LN      ;Rita Ranch;141145980
1045656.18766404;406520.90616798;T11DV10164;COMPLIAN;MULTIPLE TYPES;2011-12-29 00:00:00;Property is in a state of disrepair - weeds, trash, etc.  It is a vacant property, and has been so for over a year.;8997 E IRONBARK ST      ;Rita Ranch;141132500
1048021.25000000;406528.18766404;T13DV06028;COMPLIAN;WEEDS;2013-08-15 00:00:00;GRASS AND WEEDS;7670 S ZIRCON CRYSTAL DR      ;Rita Ranch;141147760
1048377.62500000;406540.78116798;T12DV01546;COMPLIAN;WEEDS;2012-02-27 00:00:00;WEEDS;9411 E MARQUIS DIAMOND LN      ;Rita Ranch;141146270
1048377.62500000;406540.78116798;T12DV08611;COMPLIAN;WEEDS;2012-09-13 00:00:00;GRASS AND WEEDS;9411 E MARQUIS DIAMOND LN      ;Rita Ranch;141146270
1048377.62500000;406540.78116798;T13DV05807;COMPLIAN;WEEDS;2013-08-09 00:00:00;WEEDS;9411 E MARQUIS DIAMOND LN      ;Rita Ranch;141146270
1048377.62500000;406540.78116798;T12DV06324;COMPLIAN;WEEDS;2012-07-30 00:00:00;WEEDS;9411 E MARQUIS DIAMOND LN      ;Rita Ranch;141146270
1044096.87500000;406553.37500000;T12DV07091;COMPLIAN;WEEDS;2012-08-15 00:00:00;WEEDS ON PROPERTY - VACANT HOUSE;8783 E MOUNTAIN SPRING DR      ;Rita Ranch;141112090
1044197.31266404;406554.93766404;T11DV07708;NOVERIFY;REFUSE;2011-09-27 00:00:00;Trash in front yard near the gate and in the backyard;8799 E MOUNTAIN SPRING DR      ;Rita Ranch;141112070
1047600.75000000;406558.00000000;T10DV05359;NOVERIFY;WEEDS;2010-08-12 00:00:00;Tall weeds in the yard.;7654 S FRESHWATER PEARL DR      ;Rita Ranch;141147560
1046107.25000000;406563.40616798;T12DV00246;COMPLIAN;RES: MINIMUM HOUSING;2012-01-12 00:00:00;TPD onsite with Living Conditions call-out/No Utilities/2 children. Requesting ETA.;9067 E MULESHOE ST      ;Rita Ranch;141132240
1048292.12500000;406597.75000000;T12DV08609;COMPLIAN;WEEDS;2012-09-13 00:00:00;GRASS AND WEEDS;9403 E MARQUIS DIAMOND LN      ;Rita Ranch;141146250
1048292.12500000;406597.75000000;T12DV01408;COMPLIAN;WEEDS;2012-02-23 00:00:00;Over grown weeds;9403 E MARQUIS DIAMOND LN      ;Rita Ranch;141146250
1048464.25000000;406614.03116798;T10DV05352;NOVERIFY;ENVIRONMENTAL;2010-08-12 00:00:00;Tree blocking walkway.;9440 E PALE BLUE TOPAZ LN      ;Rita Ranch;141146220
1048695.50000000;406615.68766404;T10DV05354;NOVERIFY;WEEDS;2010-08-12 00:00:00;Overgrown weeds in the yard.;9455 E PALE BLUE TOPAZ LN      ;Rita Ranch;141145950
1048373.93766404;406676.46883202;T13DV06023;COMPLIAN;WEEDS;2013-08-15 00:00:00;GRASS AND WEEDS;9430 E PALE BLUE TOPAZ LN      ;Rita Ranch;141146240
1047995.75000000;406729.71883202;T12DV02900;COMPLIAN;WEEDS;2012-04-12 00:00:00;WEEDS;7617 S FRESHWATER PEARL DR      ;Rita Ranch;141148040
1049305.75000000;406750.40616798;T13DV05008;NOVERIFY;RES: VACANT & ABANDONED;2013-07-15 00:00:00;Abandoned property, documented under Tucson Police multi-purpose case #1307130172.  City board-up was called out.;9571 E BABER LN      ;Rita Ranch;141165160
1048041.37500000;406780.78116798;T12DV02899;COMPLIAN;WEEDS;2012-04-12 00:00:00;WEEDS;7611 S FRESHWATER PEARL DR      ;Rita Ranch;141148050
1047328.31266404;406879.28116798;T12DV09612;COMPLIAN;MULTIPLE TYPES;2012-10-12 00:00:00;TWo junked motor veichles BMW's. Weeds in yard;7607 S WILDBERRY AV      ;Rita Ranch;141131200
1047328.31266404;406879.28116798;T11DV02325;COMPLIAN;JUNK MOTOR VEHICLES;2011-04-11 00:00:00;4 JMVs parked in the front, and side yard of the home.;7607 S WILDBERRY AV      ;Rita Ranch;141131200
1049534.50000000;406909.81266404;T13DV04008;COMPLIAN;MULTIPLE TYPES;2013-06-10 00:00:00;BASKETBALL HOOP BLOCKING SIDEWALK;9603 E BABER LN      ;Rita Ranch;141165120
1046469.62500000;406980.06266404;T13DV04523;PENDING ;EMERGENCY;2013-07-01 00:00:00;fire;9126 E ELDERBERRY ST      ;Rita Ranch;141131640
1046712.87500000;407042.65616798;T13DV01990;COMPLIAN;WEEDS;2013-04-01 00:00:00;WEEDS ON PROPERTY;9162 E ELDERBERRY ST      ;Rita Ranch;141131610
1046712.87500000;407042.65616798;T12DV08725;COMPLIAN;WEEDS;2012-09-18 00:00:00;Overgrown grass/weeds throughout property;9162 E ELDERBERRY ST      ;Rita Ranch;141131610
1050001.12500000;407065.09383202;T13DV02182;NOVERIFY;RESIDENTIAL ZONING;2013-04-05 00:00:00;Basketball hoop apparatus obstructing sidewalk.;7570 S FALSTER AV      ;Rita Ranch;141165030
1055049.25000000;407275.25000000;T11DV08377;COMPLIAN;RESIDENTIAL FIRE;2011-10-17 00:00:00;HOUSE FIRE;7552 S PACIFIC WILLOW DR      ;Rita Ranch;141172290
1054492.37500000;407431.34383202;T10DV01744;COMPLIAN;SIGN VIOLATION;2010-03-31 00:00:00;Sign violations;7545 S HOUGHTON RD      ;Rita Ranch;14117007Q
1054492.37500000;407431.34383202;T10DV00811;NOVERIFY;RESIDENTIAL ZONING;2010-02-23 00:00:00;VIOLATION OF SITE PLAN;7545 S HOUGHTON RD      ;Rita Ranch;14117007Q
1055812.25000000;407483.12500000;T11DV03028;COMPLIAN;CAR THROUGH RESIDENTIAL BUILDI;2011-04-28 00:00:00;EMERGENCY CALL OUT CAR THROUGH BUILDING;10546 E BONPLAND WILLOW DR      ;Rita Ranch;141173570
1054365.62500000;407515.87500000;T11DV02521;NOVERIFY;SIGN VIOLATION;2011-04-13 00:00:00;Sign violation.;7525 S HOUGHTON RD      ;Rita Ranch;14117007M
1041745.31266404;407593.06266404;T11DV00814;NOVERIFY;LIGHTING VIOLATION;2011-02-09 00:00:00;AMERICAN BEST STORAGE, UNSHIELDED LIGHT FIXTURES ON MAJORITY OF STORAGE UNITS;7475 S OLD VAIL RD      ;Rita Ranch;14111027B
1041745.31266404;407593.06266404;T11DV08118;COMPLIAN;RESIDENTIAL ZONING;2011-10-07 00:00:00;RV PARKED BEYONE PROPERTY LINE.;7475 S OLD VAIL RD      ;Rita Ranch;14111027B
1041745.31266404;407593.06266404;T12DV06921;OBSERVE ;WORK WITHOUT PERMITS-COMMERCL;2012-08-10 00:00:00;steel structures being built w/o permits.;7475 S OLD VAIL RD      ;Rita Ranch;14111027B
1043970.81266404;407717.25000000;T12DV06878;NOVERIFY;WEEDS;2012-08-09 00:00:00;WEEDS / REFUSE ON ENTIRE PROPERTY - owner phone number in people screen;8758 E SEMPLE ST      ;Rita Ranch;141136210
1046733.56266404;407799.09383202;T10DV02779;NOVERIFY;ENVIRONMENTAL;2010-05-04 00:00:00;TRAVEL TRAILER PARKED IN FRONT SIDE YARD BLOCKING THE ROW (SIDEWALK).;9185 E CARMEL DR      ;Rita Ranch;141130610
1044447.87500000;407805.25000000;T12DV10195;NOVERIFY;RESIDENTIAL ZONING;2012-11-05 00:00:00;The pool is half-full of water so green you cannot see the bottom. Lots of bugs and dead birds, really gross.;8837 E MARTHA ROOT CT      ;Rita Ranch;141137810
1046832.43766404;407813.46883202;T10DV02110;COMPLIAN;RESIDENTIAL ZONING;2010-04-14 00:00:00;BOAT AND MOTOR HOME STORED IN FRONT YARD;9199 E CARMEL DR      ;Rita Ranch;141130620
1047334.12500000;407816.34383202;T10DV02778;COMPLIAN;RESIDENTIAL ZONING;2010-05-04 00:00:00;POP-UP CAMPER PARKED IN DRIVEWAY.;9269 E CARMEL DR      ;Rita Ranch;141130670
1045857.87500000;407840.81266404;T13DV03536;NOVERIFY;RESIDENTIAL ZONING;2013-05-22 00:00:00;There are extension cords leading to an RV from the home to provide electrical power.  RV is parked on the street.  TPD and ParkWise have been notified.;7469 S LASSO LN      ;Rita Ranch;141137500
1055609.75000000;407878.59383202;T11DV06225;NOVERIFY;ENVIRONMENTAL;2011-08-03 00:00:00;POOL IN BACKYARD UNSECURE, FENCE AROUND POOL HAS BEEN REMOVED;10529 E BLACK WILLOW DR      ;Rita Ranch;141175980
1046319.31266404;408054.90616798;T12DV07912;NOVERIFY;RESIDENTIAL ZONING;2012-08-30 00:00:00;Yard sales occuing on site.  Advertisements on Craigslist to come buy items at home.  Appears residents are trying to operate a sales business.;9123 E LA PALMA DR      ;Rita Ranch;141137440
1044952.68766404;408062.65616798;T10DV02930;NOVERIFY;REFUSE;2010-05-07 00:00:00;Trash and debris in the alley behind property.  Yard waste being dumped a few times a week into the alley, near the gate.  Resident just installed the new gate making it easier for them to dump items in the alley.;8907 E MAXWELL DR      ;Rita Ranch;141137620
1045047.37500000;408067.75000000;T13DV06751;NOVERIFY;MULTIPLE TYPES;2013-09-10 00:00:00;Wall constructed in January of 2013 and was built without proper rebar support. Also wall was extended out into the easement and only leaves about 2 inches in between the wall and neighboring wall. Issue of flood control is a concern due to there only being 2 inches of space. In certain areas wall exceeds 7 ft in height.;8919 E MAXWELL DR      ;Rita Ranch;141137610
1054743.12500000;408071.93766404;T10DV05210;COMPLIAN;SIGN VIOLATION;2010-08-06 00:00:00;ACE illegally parking vehicles on the ROW with non permitted banners and flags;7451 S HOUGHTON RD      ;Rita Ranch;141176800
1064565.87500000;408128.28116798;T12DV03211;COMPLIAN;EMERGENCY;2012-04-20 00:00:00;Building was broken into, TPD wants it condemned by Code enforcement.;11800 E VALENCIA RD      ;Rita Ranch;20564602C
1042214.43766404;408140.68766404;T13DV01308;COMPLIAN;JUNK MOTOR VEHICLES;2013-03-06 00:00:00;JMV blocking the ROW in front of house;8503 E VIA CORTINA DE MADERA      ;Rita Ranch;141113390
1042331.75000000;408141.62500000;T13DV01309;COMPLIAN;JUNK MOTOR VEHICLES;2013-03-06 00:00:00;JMVs blocking the ROW in front of residence.;8519 E VIA CORTINA DE MADERA      ;Rita Ranch;141113410
1045041.12500000;408183.40616798;T10DV09009;COMPLIAN;RESIDENTIAL ZONING;2010-12-20 00:00:00;EXCESSIVE GARAGE SALES ON WEEKENDS USUALLY STARTING ON FRIDAYS. CALLER KEPT DATES THE GARAGE SALES WERE HELD IN 2010... 04/30-05/02, 06/01-06/02, 08/04-08/05, 11/20, 11/27, 12/10, 12/17.;8924 E MARCI LYNNE WY      ;Rita Ranch;141139150
1046447.06266404;408245.25000000;T12DV07946;COMPLIAN;CAR THROUGH COMMERCIAL BUILDIN;2012-08-31 00:00:00;CAR INTO BUILDING AT VANTAGE WEST CREDIT UNION. ALARM #F122440070;7394 S NEXUS RD      ;Rita Ranch;141148160
1045081.62500000;408369.12500000;T11DV02583;NOVERIFY;MULTIPLE TYPES;2011-04-14 00:00:00;Possible electrical work done without permits Stove being used in garage area/people living in it.;8927 E MARCI LYNNE WY      ;Rita Ranch;141139600
1045081.62500000;408369.12500000;T10DV00309;NOVERIFY;RESIDENTIAL ZONING;2010-01-22 00:00:00;OPERATING A WINDOW TREATMENT BUSINESS FROM PROPERTY. ALSO THERE ARE NO SMOKE DETECTORS INSIDE THE DWELLING. CONTACT OCCUPANT PRIOR TO INSPECTION;8927 E MARCI LYNNE WY      ;Rita Ranch;141139600
1054412.50000000;408371.37500000;T10DV01745;COMPLIAN;SIGN VIOLATION;2010-03-31 00:00:00;Sign violations;7385 S HOUGHTON RD      ;Rita Ranch;14117717A
1042152.06266404;408399.93766404;T13DV06570;NOVERIFY;WEEDS;2013-09-05 00:00:00;Knee-High weeds in Front yard;8493 E RAMONA MADERA LN      ;Rita Ranch;141113110
1042152.06266404;408399.93766404;T13DV05199;COMPLIAN;MULTIPLE TYPES;2013-07-19 00:00:00;REFUSE, AND WEEDS IN YARD;8493 E RAMONA MADERA LN      ;Rita Ranch;141113110
1042269.25000000;408402.43766404;T13DV01076;NOVERIFY;JUNK MOTOR VEHICLES;2013-02-22 00:00:00;CAR PARKED ON SIDEWALK FOR TWO MONTHS -- BLOCKING ROW;8509 E RAMONA MADERA LN      ;Rita Ranch;141113130
1026708.93766404;408408.43766404;T13DV05970;PENDING ;REFUSE;2013-08-14 00:00:00;HOMELESS CAMP ON PRIVATE PROPERTY;6131 E BENSON HY      ;NULL;14044018J
1041071.87500000;408559.43766404;T11DV02652;COMPLIAN;MULTIPLE TYPES;2011-04-18 00:00:00;Illegal Sign in the RoW and Illegal Banner on a building violation of site plan storage container.;8300 E VALENCIA RD      ;Rita Ranch;14111002B
1045903.37500000;408585.78116798;T10DV01735;NOVERIFY;SIGN VIOLATION;2010-03-30 00:00:00;VALENCIA ANIMAL HOSPITAL HAS A ILLEGAL A-FRAME SIGN NEAR SIDEWALK WITH BALLOONS TIED TO IT.;9040 E VALENCIA RD      ;Rita Ranch;141148150
992389.93766404;408592.06266404;T11DV04851;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;7271 S BOBBI PL      ;Barrio Nopal;138211150
988920.68766404;408595.53116798;T11DV00672;COMPLIAN;WEEDS;2011-02-01 00:00:00;WEEDS;865 W OAHU LN      ;Elvira;138233980
992509.62500000;408598.03116798;T11DV04862;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;7270 S JILL PL      ;Barrio Nopal;138211160
989124.25000000;408598.31266404;T11DV00671;COMPLIAN;JUNK MOTOR VEHICLES;2011-02-01 00:00:00;JMV;835 W OAHU LN      ;Elvira;138233950
989262.50000000;408599.56266404;T10DV05212;COMPLIAN;RESIDENTIAL ZONING;2010-08-06 00:00:00;Semi truck parked at residence obstructing ROW. Is parked there a couple times of month over the weekends;815 W OAHU LN      ;Elvira;138233930
992661.31266404;408600.21883202;T11DV04866;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;7271 S JILL PL      ;Barrio Nopal;138211220
989334.12500000;408602.53116798;T12DV02592;COMPLIAN;RES: MINIMUM HOUSING;2012-04-03 00:00:00;Green pool with stagnate water half full in back yard. Extension was being added on, but stopped and now A/C unit piping is exposed in back yard area. Bedroom sliding door is nailed shut and poses potential fire hazard safety. Issues have been reported to Property Owner previously.;803 W OAHU LN      ;Elvira;138233920
989334.12500000;408602.53116798;T13DV04189;COMPLIAN;JUNK MOTOR VEHICLES;2013-06-17 00:00:00;JMV in the front yard.;803 W OAHU LN      ;Elvira;138233920
992240.75000000;408620.84383202;T11DV04848;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;7260 S BOBBI PL      ;Barrio Nopal;138211100
989793.50000000;408624.46883202;T11DV00659;COMPLIAN;JUNK MOTOR VEHICLES;2011-01-31 00:00:00;JMV;731 W LIGHTSTAR CI      ;Elvira;138234810
992499.25000000;408668.62500000;T11DV04863;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;7260 S JILL PL      ;Barrio Nopal;138211170
1046270.56266404;408679.93766404;T11DV03144;COMPLIAN;SIGN VIOLATION;2011-05-03 00:00:00;McDonalds at 9130 E. Valencia Rd. - tenant has added an additional panel to the exst menu board which is not allowed and needs to be removed. Please see photos in case file.;9130 E VALENCIA RD      ;Rita Ranch;141148170
992141.81266404;408686.06266404;T11DV04844;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;7251 S SAN FERNANDO RD      ;Barrio Nopal;138211090
992224.18766404;408722.00000000;T11DV04849;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;7250 S BOBBI PL      ;Barrio Nopal;138211110
989552.00000000;408730.75000000;T11DV00658;COMPLIAN;WEEDS;2011-01-31 00:00:00;OVERGROWN WEEDS;722 W LIGHTSTAR CI      ;Elvira;138235040
989878.50000000;408732.31266404;T11DV00657;COMPLIAN;WEEDS;2011-01-31 00:00:00;OVERGROWN WEEDS;734 W LIGHTSTAR CI      ;Elvira;138234980
992505.37500000;408738.87500000;T10DV08246;COMPLIAN;WEEDS;2010-11-15 00:00:00;TEP REFERRAL - OVERGROWN DEAD TREEE IN ALLEYWAY OBSTRUCTING UTILITY ACCESS.;7250 S JILL PL      ;Barrio Nopal;138211180
992505.37500000;408738.87500000;T11DV04852;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;7250 S JILL PL      ;Barrio Nopal;138211180
988509.18766404;408750.31266404;T11DV00675;COMPLIAN;JUNK MOTOR VEHICLES;2011-02-01 00:00:00;JMV;945 W OAHU LN      ;Elvira;138234050
988846.93766404;408750.68766404;T11DV00673;COMPLIAN;WEEDS;2011-02-01 00:00:00;WEEDS;894 W OAHU CI      ;Elvira;138234110
989185.87500000;408771.50000000;T11DV01703;COMPLIAN;MULTIPLE TYPES;2011-03-17 00:00:00;VACANT AND ABANDONED. REFUSE TRASH DEBRIS.;822 W OAHU LN      ;Elvira;138233890
989327.62500000;408772.18766404;T11DV00670;COMPLIAN;WEEDS;2011-02-01 00:00:00;Overgrown weeds.;802 W OAHU LN      ;Elvira;138233910
987868.06266404;408772.65616798;T13DV02462;PENDING ;ES: NON-PMT CUSTOMER;2013-04-16 00:00:00;Resident has an unpaid ES Balance for services rendered from 02/27/2012 - 04/15/2013. Per the follow up reports the customer is a tenant and is still living on property with no active ES account. ES removed his Garbage APC and termed his account for non payment.;1010 W LOS REALES RD      ;Elvira;13822008L
992297.93766404;408774.15616798;T11DV04850;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;7240 S BOBBI PL      ;Barrio Nopal;138211120
992589.31266404;408780.37500000;T11DV04865;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;7240 S JILL PL      ;Barrio Nopal;138211190
989971.56266404;408836.84383202;T10DV02787;NOVERIFY;RESIDENTIAL ZONING;2010-05-04 00:00:00;TRAVEL TRAILER PARKED IN FRONT YARD.;757 W LIGHTSTAR CI      ;Elvira;138234730
989451.00000000;408843.93766404;T13DV04933;COMPLIAN;REFUSE;2013-07-11 00:00:00;TRASH AND DEBRIS.CE06 AREA;703 W LIGHTSTAR CI      ;Elvira;138234890
989547.81266404;408862.93766404;T11DV00660;COMPLIAN;WEEDS;2011-01-31 00:00:00;WEEDS;788 W LIGHTSTAR CI      ;Elvira;138234910
988596.31266404;408890.50000000;T11DV00674;COMPLIAN;JUNK MOTOR VEHICLES;2011-02-01 00:00:00;JMV;932 W OAHU LN      ;Elvira;138234070
992127.18766404;408890.75000000;T11DV04836;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;265 W ERIC ST      ;Barrio Nopal;138211590
992269.75000000;408894.00000000;T11DV04835;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;249 W ERIC ST      ;Barrio Nopal;138211570
992402.93766404;408897.00000000;T11DV04833;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;233 W ERIC ST      ;Barrio Nopal;138211550
992471.87500000;408898.40616798;T11DV04831;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;225 W ERIC ST      ;Barrio Nopal;138211540
992538.81266404;408898.50000000;T11DV04830;COMPLIAN;WEEDS;2011-06-24 00:00:00;WEEDS;217 W ERIC ST      ;Barrio Nopal;138211530
992604.81266404;408899.65616798;T11DV04822;COMPLIAN;WEEDS;2011-06-23 00:00:00;WEEDS;209 W ERIC ST      ;Barrio Nopal;138211520
992672.93766404;408900.90616798;T11DV04820;COMPLIAN;WEEDS;2011-06-23 00:00:00;WEEDS;201 W ERIC ST      ;Barrio Nopal;138211510
992672.93766404;408900.90616798;T10DV04293;NOVERIFY;JUNK MOTOR VEHICLES;2010-06-30 00:00:00;2 JMV'S ON PROPERTY.;201 W ERIC ST      ;Barrio Nopal;138211510
992807.37500000;408903.12500000;T11DV04817;COMPLIAN;WEEDS;2011-06-23 00:00:00;WEEDS;165 W ERIC ST      ;Barrio Nopal;138211490
992877.31266404;408903.93766404;T11DV04815;COMPLIAN;WEEDS;2011-06-23 00:00:00;WEEDS;157 W ERIC ST      ;Barrio Nopal;138211480
989653.81266404;408906.34383202;T11DV02363;COMPLIAN;JUNK MOTOR VEHICLES;2011-04-12 00:00:00;JMV;784 W LIGHTSTAR CI      ;Elvira;138234930
989653.81266404;408906.34383202;T11DV00556;NOVERIFY;MULTIPLE TYPES;2011-01-27 00:00:00;JMV - GRAY VAN PARKED IN FRONT YARD MISSING FRONT TIRES. SEVERAL TIRES LAYING IN YARD AGAINST HOUSE.;784 W LIGHTSTAR CI      ;Elvira;138234930
992944.25000000;408907.46883202;T11DV04812;COMPLIAN;WEEDS;2011-06-23 00:00:00;WEEDS;149 W ERIC ST      ;Barrio Nopal;138211470
993074.93766404;408910.37500000;T11DV04811;COMPLIAN;WEEDS;2011-06-23 00:00:00;WEEDS;133 W ERIC ST      ;Barrio Nopal;138211450
993321.62500000;408923.00000000;T11DV04809;COMPLIAN;WEEDS;2011-06-23 00:00:00;WEEDS;101 W ERIC ST      ;Barrio Nopal;138211410
991843.37500000;408939.53116798;T13DV06477;PENDING ;RESIDENTIAL ZONING;2013-08-30 00:00:00;Old furniture and appliances in front yard and sidewalk.  Resident parks work truck on sidewalk everyday.;312 W MARCUS DR      ;Barrio Nopal;138201600
993820.18766404;408956.34383202;T12DV04837;PENDING ;MULTIPLE TYPES;2012-06-08 00:00:00;HOUSE APPEARS TO BE VACANT AND TALL GRASS AND WEEDS THROUGH OUT WITH TRASH AND DEBRIS;1 E INEZ ST      ;Barrio Nopal;138181690
993820.18766404;408956.34383202;T10DV03181;NOVERIFY;RES: VACANT & ABANDONED;2010-05-17 00:00:00;Vacant home.  The house has been empty for 6 to 7 months.  Fence around the property, however it is not locked or secured.;1 E INEZ ST      ;Barrio Nopal;138181690
